iso3,indicator_code,year,value,notes
SAU,UNEMP_PCT,2003,5.563,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2004,5.822,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2005,6.051,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2006,6.254,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2007,5.734,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2008,5.085,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2009,5.377,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2010,5.55,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2011,5.77,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2012,5.622,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2013,5.6,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2014,5.877,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2015,5.6,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2016,5.6,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2017,5.89,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2018,6.029,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2019,5.636,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2020,7.66,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2021,6.621,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2022,5.589,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2023,4.008,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2024,3.518,World Bank WDI indicator SL.UEM.TOTL.ZS
SAU,UNEMP_PCT,2025,3.038,World Bank WDI indicator SL.UEM.TOTL.ZS
